name	region	country	lat	lon	tz_id	localtime_epoch	localtime	last_updated_epoch	last_updated	temp_c	temp_f	is_day	wind_mph	wind_kph	wind_degree	wind_dir	pressure_mb	pressure_in	precip_mm	precip_in	humidity	cloud	feelslike_c	feelslike_f	vis_km	vis_miles	uv	gust_mph	gust_kph	text	co	no2	o3	so2	pm2_5	pm10	us-epa-index	gb-defra-index							
Vellore	Tamil Nadu	India	12.93	79.13	Asia/Kolkata	1624604414	25-06-2021 12:30	1624600800	25-06-2021 11:30	32.8	91	1	15	24.1	291	WNW	1007	30.2	0	0	36	31	33.2	91.8	10	6	8	17.2	27.7	Partly cloudy	227	1.299999952	40.40000153	0.699999988	1.600000024	2.700000048	1	1							
Villupuram	Tamil Nadu	India	11.93	79.48	Asia/Kolkata	1624604414	25-06-2021 12:30	1624600800	25-06-2021 11:30	33.8	92.8	1	12.8	20.5	286	WNW	1007	30.2	0	0	34	29	34.3	93.7	10	6	8	14.8	23.8	Partly cloudy	257	3.599999905	41.79999924	1.600000024	3.099999905	5.199999809	1	1							
Ariyalur	Tamil Nadu	India	11.13	79.08	Asia/Kolkata	1624690831	26-06-2021 12:30	1624687200	26-06-2021 11:30	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	40	104.1	6	3	8	13.9	22.3	Partly cloudy	277	5	34.70000076	2.900000095	6.599999905	9.399999619	1	1							
Chennai	Tamil Nadu	India	13.08	80.28	Asia/Kolkata	1624690832	26-06-2021 12:30	1624689900	26-06-2021 12:15	33	91.4	1	17.4	28.1	260	W	1005	30.2	0	0	49	75	36.4	97.4	6	3	8	17	27.4	Partly cloudy	270.3999939	3.700000048	45.40000153	2.799999952	3.5	6.599999905	1	1							
Coimbatore	Tamil Nadu	India	10.99	76.96	Asia/Kolkata	1624690832	26-06-2021 12:30	1624689900	26-06-2021 12:15	32	89.6	1	13.6	22	200	SSW	1009	30.3	0	0	46	25	37.1	98.8	6	3	7	13.4	21.6	Partly cloudy	320.3999939	4.300000191	32.20000076	4.599999905	8.5	10.89999962	1	1							
Cuddalore	Tamil Nadu	India	11.75	79.75	Asia/Kolkata	1624690832	26-06-2021 12:30	1624687200	26-06-2021 11:30	32.5	90.5	1	11.9	19.1	278	W	1006	30.2	0	0	45	15	34.6	94.3	10	6	8	16.3	26.3	Partly cloudy	280.3999939	4.300000191	39	1.600000024	4	7.699999809	1	1							
Dharmapuri	Tamil Nadu	India	12.13	78.17	Asia/Kolkata	1624690833	26-06-2021 12:30	1624689900	26-06-2021 12:15	27.8	82	1	9.2	14.8	272	W	1009	30.3	0	0	52	32	28.6	83.5	10	6	7	10.5	16.9	Partly cloudy	230.3000031	2.5	32.90000153	1.399999976	3	3.900000095	1	1							
Dindigul	Tamil Nadu	India	10.35	77.95	Asia/Kolkata	1624690833	26-06-2021 12:30	1624687200	26-06-2021 11:30	29.4	84.9	1	6.9	11.2	290	WNW	1008	30.2	0	0	46	4	29.9	85.8	10	6	7	7.8	12.6	Partly cloudy	207	1.200000048	29.70000076	0.400000006	1.100000024	2.299999952	1	1							
Erode	Tamil Nadu	India	11.35	77.73	Asia/Kolkata	1624690834	26-06-2021 12:30	1624687200	26-06-2021 11:30	30.3	86.5	1	7.2	11.5	265	W	1008	30.2	0	0	49	16	31.5	88.7	10	6	8	8.1	13	Partly cloudy	297.1000061	4.900000095	34	2	6.199999809	8.899999619	1	1							
Kancheepuram	Tamil Nadu	India	12.83	79.72	Asia/Kolkata	1624690834	26-06-2021 12:30	1624687200	26-06-2021 11:30	33	91.4	1	17.4	28.1	260	W	1005	30.2	0	0	49	75	34.5	94.1	6	3	8	17.2	27.7	Partly cloudy	233.6999969	1.700000048	41.5	0.699999988	2	3.200000048	1	1							
Kanyakumari	Tamil Nadu	India	8.08	77.55	Asia/Kolkata	1624690835	26-06-2021 12:30	1624687200	26-06-2021 11:30	30	86	1	10.5	16.9	290	WNW	1009	30.3	0	0	84	50	33.9	93.1	6	3	7	19.7	31.7	Partly cloudy	260.3999939	4.400000095	24.29999924	3.099999905	5.099999905	6.5	1	1							
Karur	Tamil Nadu	India	10.95	78.08	Asia/Kolkata	1624690835	26-06-2021 12:30	1624689900	26-06-2021 12:15	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	41.2	106.2	6	3	8	17.7	28.4	Partly cloudy	240.3000031	3.400000095	28.29999924	1.5	3	4.300000191	1	1							
Krishnagiri	Tamil Nadu	India	12.53	78.23	Asia/Kolkata	1624690836	26-06-2021 12:30	1624687200	26-06-2021 11:30	27.8	82	1	15.2	24.5	280	W	1009	30.3	0	0	52	18	28.6	83.5	10	6	7	17.4	28.1	Partly cloudy	240.3000031	2.5	41.5	1.700000048	2.700000048	4.199999809	1	1							
Madurai	Tamil Nadu	India	9.93	78.12	Asia/Kolkata	1624690836	26-06-2021 12:30	1624687200	26-06-2021 11:30	31.2	88.2	1	6.5	10.4	286	WNW	1008	30.2	0	0	45	5	32.5	90.5	10	6	8	7.6	12.2	Partly cloudy	253.6999969	3	31.10000038	1.5	2.599999905	4.400000095	1	1							
Nagapattinam	Tamil Nadu	India	10.77	79.83	Asia/Kolkata	1624690837	26-06-2021 12:30	1624687200	26-06-2021 11:30	31.3	88.3	1	11	17.6	267	W	1007	30.2	0	0	52	5	34	93.2	10	6	8	12.8	20.5	Partly cloudy	287.1000061	9.300000191	34	9.399999619	6.800000191	9.800000191	1	1							
Namakkal	Tamil Nadu	India	11.23	78.17	Asia/Kolkata	1624690837	26-06-2021 12:30	1624687200	26-06-2021 11:30	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	42.6	108.7	6	3	7	10.1	16.2	Partly cloudy	327.1000061	7.400000095	29	3.299999952	7.599999905	11.30000019	1	1							
Perambalur	Tamil Nadu	India	11.23	78.88	Asia/Kolkata	1624690838	26-06-2021 12:30	1624687200	26-06-2021 11:30	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	40.8	105.4	6	3	8	18.3	29.5	Partly cloudy	257	2.799999952	33.59999847	1.399999976	4.599999905	6.599999905	1	1							
Pudukkottai	Tamil Nadu	India	10.38	78.82	Asia/Kolkata	1624690838	26-06-2021 12:30	1624687200	26-06-2021 11:30	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	38.5	101.3	6	3	8	14.5	23.4	Partly cloudy	220.3000031	1.5	35.09999847	0.699999988	1.299999952	2.200000048	1	1							
Ramanathapuram	Tamil Nadu	India	9.38	78.83	Asia/Kolkata	1624690839	26-06-2021 12:30	1624687200	26-06-2021 11:30	30.8	87.4	1	8.9	14.4	234	SW	1008	30.2	0	0	51	4	33	91.4	10	6	8	10.5	16.9	Partly cloudy	287.1000061	5.099999905	33.29999924	1.100000024	4.5	7	1	1							
Salem	Tamil Nadu	India	11.65	78.17	Asia/Kolkata	1624690839	26-06-2021 12:30	1624687200	26-06-2021 11:30	29.3	84.7	1	6	9.7	281	WNW	1009	30.3	0	0	54	20	30.8	87.4	10	6	7	6.7	10.8	Partly cloudy	227	2.200000048	33.29999924	1.899999976	2.5	3.700000048	1	1							
Sivaganga	Tamil Nadu	India	9.87	78.48	Asia/Kolkata	1624690840	26-06-2021 12:30	1624687200	26-06-2021 11:30	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	39.8	103.6	6	3	8	3.8	6.1	Partly cloudy	213.6000061	1.399999976	32.20000076	0.300000012	1.100000024	2	1	1							
Thanjavur	Tamil Nadu	India	10.8	79.15	Asia/Kolkata	1624690840	26-06-2021 12:30	1624687200	26-06-2021 11:30	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	40.1	104.1	6	3	8	18.6	29.9	Partly cloudy	253.6999969	3.5	32.20000076	2.599999905	3.700000048	5.400000095	1	1							
Thiruvarur	Tamil Nadu	India	10.77	79.65	Asia/Kolkata	1624690841	26-06-2021 12:30	1624687200	26-06-2021 11:30	32.3	90.1	1	12.5	20.2	275	W	1007	30.2	0	0	45	6	34.1	93.4	10	6	8	14.3	23	Partly cloudy	277	5.400000095	37.59999847	4	6	8.600000381	1	1							
Tiruchirappalli	Tamil Nadu	India	10.81	78.69	Asia/Kolkata	1624690841	26-06-2021 12:30	1624687200	26-06-2021 11:30	35	95	1	13.6	22	280	W	1006	30.2	0	0	39	25	40.7	105.3	6	3	8	19.9	32	Partly cloudy	233.6999969	2.200000048	35.09999847	1.899999976	2.5	3.599999905	1	1							
Tirunelveli	Tamil Nadu	India	8.73	77.7	Asia/Kolkata	1624690842	26-06-2021 12:30	1624687200	26-06-2021 11:30	30	86	1	10.5	16.9	290	WNW	1009	30.3	0	0	84	50	30.7	87.2	6	3	8	14.3	23	Partly cloudy	223.6000061	1.899999976	30.79999924	0.800000012	1.899999976	2.599999905	1	1							
Tirupur	Tamil Nadu	India	11.1	77.35	Asia/Kolkata	1624690842	26-06-2021 12:30	1624689900	26-06-2021 12:15	32	89.6	1	13.6	22	200	SSW	1009	30.3	0	0	46	25	35.9	96.5	6	3	7	14.5	23.4	Partly cloudy	320.3999939	5	29.29999924	4.599999905	8.199999809	10.39999962	1	1							
Tiruvallur	Tamil Nadu	India	13.15	79.92	Asia/Kolkata	1624690843	26-06-2021 12:30	1624687200	26-06-2021 11:30	33	91.4	1	17.4	28.1	260	W	1005	30.2	0	0	49	75	34.8	94.7	6	3	8	17.7	28.4	Partly cloudy	230.3000031	1.399999976	41.09999847	0.5	2	3.200000048	1	1							
Tiruvannamalai	Tamil Nadu	India	12.22	79.07	Asia/Kolkata	1624690843	26-06-2021 12:30	1624687200	26-06-2021 11:30	32.5	90.5	1	14.5	23.4	282	WNW	1007	30.2	0	0	37	15	33	91.4	10	6	8	16.8	27	Partly cloudy	240.3000031	2.299999952	42.59999847	1.200000048	2.700000048	4.300000191	1	1							
Vellore	Tamil Nadu	India	12.93	79.13	Asia/Kolkata	1624690844	26-06-2021 12:30	1624687200	26-06-2021 11:30	30.4	86.7	1	15	24.1	284	WNW	1007	30.2	0	0	43	33	31	87.8	10	6	8	17.2	27.7	Partly cloudy	223.6000061	1.399999976	36.79999924	0.699999988	1.600000024	2.700000048	1	1							
Villupuram	Tamil Nadu	India	11.93	79.48	Asia/Kolkata	1624690844	26-06-2021 12:30	1624689900	26-06-2021 12:15	34	93.2	1	14.1	22.7	284	WNW	1006	30.2	0	0	34	16	34.5	94.1	10	6	8	16.1	25.9	Partly cloudy	267	3	45.40000153	1.399999976	3.799999952	6	1	1							
Ariyalur	Tamil Nadu	India	11.13	79.08	Asia/Kolkata	1624777205	27-06-2021 12:30	1624773600	27-06-2021 11:30	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0.7	0.03	47	100	37.8	100	5	3	7	10.3	16.6	Mist	267	4.5	31.5	2.799999952	6.699999809	9.199999809	1	1							
Chennai	Tamil Nadu	India	13.08	80.28	Asia/Kolkata	1624777206	27-06-2021 12:30	1624776300	27-06-2021 12:15	32	89.6	1	10.5	16.9	300	WNW	1006	30.2	0	0	59	75	36.9	98.4	7	4	7	11	17.6	Partly cloudy	370.5	9.5	20.60000038	6	6.599999905	10.19999981	1	1							
Coimbatore	Tamil Nadu	India	10.99	76.96	Asia/Kolkata	1624777206	27-06-2021 12:30	1624776300	27-06-2021 12:15	29	84.2	1	8.1	13	200	SSW	1011	30.3	0	0	58	75	32	89.6	6	3	7	11.6	18.7	Partly cloudy	343.7999878	8.100000381	16.79999924	5.699999809	10	12.60000038	1	1							
Cuddalore	Tamil Nadu	India	11.75	79.75	Asia/Kolkata	1624777206	27-06-2021 12:30	1624773600	27-06-2021 11:30	29.8	85.6	1	8.3	13.3	282	WNW	1008	30.2	0.1	0	59	72	32.6	90.7	10	6	6	12.3	19.8	Cloudy	303.7999878	5.400000095	27.89999962	1.600000024	4.599999905	9	1	1							
Dharmapuri	Tamil Nadu	India	12.13	78.17	Asia/Kolkata	1624777207	27-06-2021 12:30	1624773600	27-06-2021 11:30	26.9	80.4	1	9.6	15.5	272	W	1010	30.3	0	0	58	45	28.1	82.6	10	6	7	11.2	18	Partly cloudy	220.3000031	3	24.29999924	1.299999952	1.899999976	2.700000048	1	1							
Dindigul	Tamil Nadu	India	10.35	77.95	Asia/Kolkata	1624777207	27-06-2021 12:30	1624773600	27-06-2021 11:30	28.3	82.9	1	5.6	9	283	WNW	1010	30.3	0	0	53	16	29.3	84.7	10	6	7	6.5	10.4	Partly cloudy	207	1.799999952	26.10000038	0.400000006	1.600000024	3.200000048	1	1							
Erode	Tamil Nadu	India	11.35	77.73	Asia/Kolkata	1624777208	27-06-2021 12:30	1624773600	27-06-2021 11:30	30.1	86.2	1	6.5	10.4	256	WSW	1009	30.3	0	0	51	28	31.6	88.9	10	6	8	7.4	11.9	Partly cloudy	307.1000061	6.699999809	22.89999962	2.400000095	8	11.30000019	1	1							
Kancheepuram	Tamil Nadu	India	12.83	79.72	Asia/Kolkata	1624777208	27-06-2021 12:30	1624773600	27-06-2021 11:30	32	89.6	1	10.5	16.9	300	WNW	1006	30.2	0	0	59	75	34	93.2	7	4	7	13.4	21.6	Partly cloudy	260.3999939	4.599999905	22	1.299999952	1.899999976	3.099999905	1	1							
Kanyakumari	Tamil Nadu	India	8.08	77.55	Asia/Kolkata	1624777209	27-06-2021 12:30	1624773600	27-06-2021 11:30	30	86	1	10.5	16.9	290	WNW	1010	30.3	0	0	70	50	33.9	93.1	6	3	7	19	30.6	Partly cloudy	260.3999939	5	28.60000038	3	7.800000191	10.5	1	1							
Karur	Tamil Nadu	India	10.95	78.08	Asia/Kolkata	1624777209	27-06-2021 12:30	1624776300	27-06-2021 12:15	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0	0	47	100	38.4	101.2	5	3	7	17.2	27.7	Mist	240.3000031	3.299999952	27.89999962	1.299999952	3.599999905	5	1	1							
Krishnagiri	Tamil Nadu	India	12.53	78.23	Asia/Kolkata	1624777209	27-06-2021 12:30	1624773600	27-06-2021 11:30	27.4	81.3	1	15.2	24.5	284	WNW	1009	30.3	0	0	56	67	28.6	83.5	10	6	7	17.4	28.1	Partly cloudy	237	4.5	24.70000076	2.200000048	1.399999976	2.400000095	1	1							
Madurai	Tamil Nadu	India	9.93	78.12	Asia/Kolkata	1624777210	27-06-2021 12:30	1624773600	27-06-2021 11:30	29.6	85.3	1	5.4	8.6	311	NW	1009	30.3	0	0	50	21	30.9	87.6	10	6	7	6	9.7	Partly cloudy	230.3000031	2.900000095	27.5	1.399999976	2.400000095	3.599999905	1	1							
Nagapattinam	Tamil Nadu	India	10.77	79.83	Asia/Kolkata	1624777210	27-06-2021 12:30	1624773600	27-06-2021 11:30	28.5	83.3	1	8.9	14.4	243	WSW	1009	30.3	0.9	0.04	64	76	31.1	88	10	6	6	11.9	19.1	Light rain shower	307.1000061	11.80000019	25.39999962	12.5	8.699999809	12.5	1	1							
Namakkal	Tamil Nadu	India	11.23	78.17	Asia/Kolkata	1624777210	27-06-2021 12:30	1624773600	27-06-2021 11:30	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0	0	47	100	38.7	101.6	5	3	7	8.5	13.7	Mist	363.7999878	9.399999619	23.60000038	4.800000191	12.89999962	18.39999962	1	2							
Perambalur	Tamil Nadu	India	11.23	78.88	Asia/Kolkata	1624777211	27-06-2021 12:30	1624776300	27-06-2021 12:15	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0	0	47	100	37.8	100	5	3	6	15.2	24.5	Mist	250.3000031	3.099999905	29	1.5	5.5	7.599999905	1	1							
Pudukkottai	Tamil Nadu	India	10.38	78.82	Asia/Kolkata	1624777211	27-06-2021 12:30	1624773600	27-06-2021 11:30	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0.1	0	47	100	36.5	97.8	5	3	6	15.9	25.6	Mist	220.3000031	1.600000024	30.79999924	0.600000024	1.5	2.400000095	1	1							
Ramanathapuram	Tamil Nadu	India	9.38	78.83	Asia/Kolkata	1624777211	27-06-2021 12:30	1624773600	27-06-2021 11:30	30.2	86.4	1	8.3	13.3	225	SW	1009	30.3	0	0	54	19	32.5	90.5	10	6	8	9.8	15.8	Partly cloudy	267	4.599999905	30	0.699999988	4	5.300000191	1	1							
Salem	Tamil Nadu	India	11.65	78.17	Asia/Kolkata	1624777212	27-06-2021 12:30	1624773600	27-06-2021 11:30	29	84.2	1	6.7	10.8	287	WNW	1010	30.3	0	0	54	33	30.5	86.9	10	6	7	7.8	12.6	Partly cloudy	223.6000061	2.299999952	27.5	2.200000048	1.5	2.5	1	1							
Sivaganga	Tamil Nadu	India	9.87	78.48	Asia/Kolkata	1624777212	27-06-2021 12:30	1624773600	27-06-2021 11:30	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0.1	0	47	100	36.1	97	5	3	7	3.1	5	Mist	208.6000061	1.200000048	33.29999924	0.300000012	1.100000024	1.899999976	1	1							
Thanjavur	Tamil Nadu	India	10.8	79.15	Asia/Kolkata	1624777213	27-06-2021 12:30	1624776300	27-06-2021 12:15	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0.5	0.02	47	100	38.1	100.6	5	3	6	13.6	22	Mist	260.3999939	3.900000095	27.89999962	3	4.800000191	6.800000191	1	1							
Thiruvarur	Tamil Nadu	India	10.77	79.65	Asia/Kolkata	1624777213	27-06-2021 12:30	1624773600	27-06-2021 11:30	29.6	85.3	1	7.6	12.2	255	WSW	1009	30.3	0.7	0.03	58	59	32	89.6	10	6	6	9.6	15.5	Patchy rain possible	283.7000122	6.900000095	28.29999924	6	7.099999905	10.10000038	1	1							
Tiruchirappalli	Tamil Nadu	India	10.81	78.69	Asia/Kolkata	1624777213	27-06-2021 12:30	1624773600	27-06-2021 11:30	33	91.4	1	9.4	15.1	300	WNW	1008	30.2	0.1	0	47	100	37.9	100.3	5	3	6	17.2	27.7	Mist	233.6999969	2.5	29.70000076	1.899999976	3.099999905	4.300000191	1	1							
Tirunelveli	Tamil Nadu	India	8.73	77.7	Asia/Kolkata	1624777214	27-06-2021 12:30	1624773600	27-06-2021 11:30	30	86	1	10.5	16.9	290	WNW	1010	30.3	0	0	70	50	31	87.7	6	3	8	12.5	20.2	Partly cloudy	223.6000061	2.400000095	33.29999924	0.600000024	2.799999952	4	1	1							
Tirupur	Tamil Nadu	India	11.1	77.35	Asia/Kolkata	1624777214	27-06-2021 12:30	1624773600	27-06-2021 11:30	29	84.2	1	8.1	13	200	SSW	1011	30.3	0	0	58	75	31.4	88.6	6	3	7	13.9	22.3	Partly cloudy	323.7999878	9.300000191	16.79999924	5.099999905	9.800000191	12.19999981	1	1							
Tiruvallur	Tamil Nadu	India	13.15	79.92	Asia/Kolkata	1624777215	27-06-2021 12:30	1624773600	27-06-2021 11:30	32	89.6	1	10.5	16.9	300	WNW	1006	30.2	0	0	59	75	34.6	94.3	7	4	8	13.2	21.2	Partly cloudy	247	3.299999952	22.5	0.5	1.600000024	2.599999905	1	1							
Tiruvannamalai	Tamil Nadu	India	12.22	79.07	Asia/Kolkata	1624777215	27-06-2021 12:30	1624776300	27-06-2021 12:15	30.4	86.7	1	11.2	18	280	W	1008	30.2	0	0	49	70	31.8	89.2	10	6	7	13	20.9	Cloudy	243.6999969	3.599999905	24.29999924	1.5	2.599999905	4.199999809	1	1							
Vellore	Tamil Nadu	India	12.93	79.13	Asia/Kolkata	1624777215	27-06-2021 12:30	1624776300	27-06-2021 12:15	30.9	87.6	1	13.2	21.2	298	WNW	1008	30.2	0	0	47	48	32.4	90.3	10	6	7	15.2	24.5	Patchy rain possible	213.6000061	1.799999952	28.29999924	0.600000024	0.800000012	1.399999976	1	1							
Villupuram	Tamil Nadu	India	11.93	79.48	Asia/Kolkata	1624777216	27-06-2021 12:30	1624773600	27-06-2021 11:30	30.6	87.1	1	11.4	18.4	290	WNW	1008	30.2	0	0	48	97	32.2	90	10	6	7	14.5	23.4	Overcast	250.3000031	3.5	27.89999962	1.299999952	2.900000095	4.699999809	1	1							
Ariyalur	Tamil Nadu	India	11.13	79.08	Asia/Kolkata	1624863604	28-06-2021 12:30	1624860000	28-06-2021 11:30	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	39.7	103.5	5	3	8	11.2	18	Mist	293.7000122	5.400000095	35.79999924	3.5	6	9.100000381	1	1							
Chennai	Tamil Nadu	India	13.08	80.28	Asia/Kolkata	1624863605	28-06-2021 12:30	1624862700	28-06-2021 12:15	31	87.8	1	4.3	6.8	240	WSW	1007	30.2	0.3	0.01	71	50	35.6	96	6	3	7	7.4	11.9	Partly cloudy	707.5999756	29.79999924	29.70000076	46.29999924	56	67	3	7							
Coimbatore	Tamil Nadu	India	10.99	76.96	Asia/Kolkata	1624863605	28-06-2021 12:30	1624862700	28-06-2021 12:15	31	87.8	1	4.3	6.8	180	S	1011	30.3	0	0	55	75	34.7	94.4	6	3	7	11.6	18.7	Partly cloudy	417.2000122	12.69999981	15.69999981	8.699999809	11.60000038	14.5	1	1							
Cuddalore	Tamil Nadu	India	11.75	79.75	Asia/Kolkata	1624863605	28-06-2021 12:30	1624860000	28-06-2021 11:30	29.6	85.3	1	6.3	10.1	204	SSW	1008	30.2	0	0	61	40	32.5	90.5	10	6	7	8.3	13.3	Partly cloudy	373.7999878	19.20000076	29	47.20000076	20.20000076	28.39999962	2	2							
Dharmapuri	Tamil Nadu	India	12.13	78.17	Asia/Kolkata	1624863606	28-06-2021 12:30	1624860000	28-06-2021 11:30	27.9	82.2	1	4.9	7.9	261	W	1010	30.3	0	0	59	26	29.4	84.9	10	6	7	5.6	9	Partly cloudy	260.3999939	4.199999809	27.89999962	1	3.599999905	4.900000095	1	1							
Dindigul	Tamil Nadu	India	10.35	77.95	Asia/Kolkata	1624863606	28-06-2021 12:30	1624860000	28-06-2021 11:30	28.3	82.9	1	3.8	6.1	286	WNW	1010	30.3	0	0	51	30	29.2	84.6	10	6	7	4.5	7.2	Partly cloudy	243.6999969	2.700000048	29.29999924	0.600000024	2.799999952	5.400000095	1	1							
Erode	Tamil Nadu	India	11.35	77.73	Asia/Kolkata	1624863606	28-06-2021 12:30	1624860000	28-06-2021 11:30	29.2	84.6	1	5.6	9	268	W	1009	30.3	0	0	58	31	31.2	88.2	10	6	7	6.3	10.1	Partly cloudy	327.1000061	5.900000095	40.09999847	2.200000048	6.900000095	10	1	1							
Kancheepuram	Tamil Nadu	India	12.83	79.72	Asia/Kolkata	1624863607	28-06-2021 12:30	1624860000	28-06-2021 11:30	31	87.8	1	4.3	6.8	240	WSW	1007	30.2	0	0	71	50	33.8	92.9	6	3	8	6.9	11.2	Partly cloudy	393.8999939	6.199999809	52.90000153	3.099999905	10.30000019	14.5	1	1							
Kanyakumari	Tamil Nadu	India	8.08	77.55	Asia/Kolkata	1624863607	28-06-2021 12:30	1624860000	28-06-2021 11:30	30	86	1	8.1	13	280	W	1009	30.3	0	0	79	75	33.2	91.7	6	3	7	14.5	23.4	Partly cloudy	317.1000061	5.900000095	36.09999847	5	8.600000381	11.60000038	1	1							
Karur	Tamil Nadu	India	10.95	78.08	Asia/Kolkata	1624863608	28-06-2021 12:30	1624862700	28-06-2021 12:15	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	39.8	103.6	5	3	7	12.8	20.5	Mist	257	5.199999809	28.29999924	2	2.700000048	4.5	1	1							
Krishnagiri	Tamil Nadu	India	12.53	78.23	Asia/Kolkata	1624863608	28-06-2021 12:30	1624860000	28-06-2021 11:30	28	82.4	1	8.3	13.3	274	W	1010	30.3	0	0	54	42	29	84.2	10	6	7	9.6	15.5	Partly cloudy	313.7999878	7.199999809	32.90000153	2.700000048	4.5	6.900000095	1	1							
Madurai	Tamil Nadu	India	9.93	78.12	Asia/Kolkata	1624863609	28-06-2021 12:30	1624862700	28-06-2021 12:15	30.7	87.3	1	4.5	7.2	283	WNW	1009	30.3	0	0	48	28	32.2	90	10	6	8	5.1	8.3	Partly cloudy	267	4.599999905	34	2.599999905	3.5	5.400000095	1	1							
Nagapattinam	Tamil Nadu	India	10.77	79.83	Asia/Kolkata	1624863609	28-06-2021 12:30	1624860000	28-06-2021 11:30	29.5	85.1	1	7.2	11.5	229	SW	1009	30.3	0.4	0.02	64	75	32.9	91.2	9	5	6	9.2	14.8	Patchy rain possible	310.3999939	12.89999962	38.29999924	17.39999962	12.80000019	19	1	2							
Namakkal	Tamil Nadu	India	11.23	78.17	Asia/Kolkata	1624863609	28-06-2021 12:30	1624860000	28-06-2021 11:30	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	42.7	108.8	5	3	7	6.5	10.4	Mist	363.7999878	7.300000191	38.29999924	5	9	12.69999981	1	1							
Perambalur	Tamil Nadu	India	11.23	78.88	Asia/Kolkata	1624863610	28-06-2021 12:30	1624862700	28-06-2021 12:15	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	39.9	103.8	5	3	8	12.3	19.8	Mist	257	3.400000095	36.79999924	1.899999976	3.900000095	6.099999905	1	1							
Pudukkottai	Tamil Nadu	India	10.38	78.82	Asia/Kolkata	1624863610	28-06-2021 12:30	1624860000	28-06-2021 11:30	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	39.1	102.3	5	3	8	6.7	10.8	Mist	243.6999969	3	31.79999924	0.400000006	2.099999905	3.900000095	1	1							
Ramanathapuram	Tamil Nadu	India	9.38	78.83	Asia/Kolkata	1624863611	28-06-2021 12:30	1624860000	28-06-2021 11:30	30.1	86.2	1	7.6	12.2	222	SW	1009	30.3	0	0	56	43	32.5	90.5	10	6	7	9.6	15.5	Cloudy	323.7999878	7.300000191	37.20000076	1.399999976	10.19999981	13.19999981	1	1							
Salem	Tamil Nadu	India	11.65	78.17	Asia/Kolkata	1624863611	28-06-2021 12:30	1624860000	28-06-2021 11:30	27.9	82.2	1	2.9	4.7	261	W	1010	30.3	0	0	65	38	30.1	86.2	10	6	7	3.4	5.4	Partly cloudy	343.7999878	7.5	34	5.5	8.699999809	12.5	1	1							
Sivaganga	Tamil Nadu	India	9.87	78.48	Asia/Kolkata	1624863611	28-06-2021 12:30	1624860000	28-06-2021 11:30	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	40.1	104.2	5	3	8	4.5	7.2	Mist	267	3.299999952	36.5	0.699999988	4.5	7.099999905	1	1							
Thanjavur	Tamil Nadu	India	10.8	79.15	Asia/Kolkata	1624863612	28-06-2021 12:30	1624860000	28-06-2021 11:30	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	39.6	103.2	5	3	8	11.2	18	Mist	293.7000122	6.400000095	29	6	5.099999905	7.699999809	1	1							
Thiruvarur	Tamil Nadu	India	10.77	79.65	Asia/Kolkata	1624863612	28-06-2021 12:30	1624860000	28-06-2021 11:30	30.2	86.4	1	6.5	10.4	240	WSW	1009	30.3	0	0	56	42	32.9	91.2	10	6	8	7.6	12.2	Partly cloudy	337.1000061	8	40.79999924	10	12.39999962	18.10000038	1	2							
Tiruchirappalli	Tamil Nadu	India	10.81	78.69	Asia/Kolkata	1624863613	28-06-2021 12:30	1624862700	28-06-2021 12:15	34	93.2	1	5.6	9	270	W	1008	30.2	0	0	47	50	39.6	103.2	5	3	8	13.9	22.3	Mist	240.3000031	3.5	31.5	2.599999905	2.5	4.199999809	1	1							
Tirunelveli	Tamil Nadu	India	8.73	77.7	Asia/Kolkata	1624863613	28-06-2021 12:30	1624860000	28-06-2021 11:30	30	86	1	8.1	13	280	W	1009	30.3	0	0	79	75	30.7	87.3	6	3	8	5.8	9.4	Partly cloudy	233.6999969	3.599999905	31.10000038	0.699999988	1.299999952	2.400000095	1	1							
