name	region	country	lat	lon	tz_id	localtime_epoch	localtime	last_updated_epoch	last_updated	temp_c	temp_f	is_day	wind_mph	wind_kph	wind_degree	wind_dir	pressure_mb	pressure_in	precip_mm	precip_in	humidity	cloud	feelslike_c	feelslike_f	vis_km	vis_miles	uv	gust_mph	gust_kph	text	co	no2	o3	so2	pm2_5	pm10	us-epa-index	gb-defra-index							
Tiruvallur	Tamil Nadu	India	13.15	79.92	Asia/Kolkata	1633849217	10-10-2021 12:30	1633845600	10-10-2021 11:30	34	93.2	1	5.6	9	350	N	1006	29.71	0.1	0	60	75	41.5	106.7	6	3	7	5.6	9	Partly cloudy	310.3999939	3	34.70000076	0.600000024	2.799999952	4.599999905	1	1							
Tiruvannamalai	Tamil Nadu	India	12.22	79.07	Asia/Kolkata	1633849217	10-10-2021 12:30	1633845600	10-10-2021 11:30	30.6	87.1	1	5.8	9.4	284	WNW	1008	29.78	0	0	63	60	34.8	94.6	10	6	8	6.7	10.8	Partly cloudy	303.7999878	3.799999952	36.09999847	1.5	4.099999905	5.900000095	1	1							
Vellore	Tamil Nadu	India	12.93	79.13	Asia/Kolkata	1633849217	10-10-2021 12:30	1633845600	10-10-2021 11:30	29.8	85.6	1	9.2	14.8	307	NW	1008	29.78	0.1	0	62	52	33.1	91.6	10	6	6	10.5	16.9	Patchy rain possible	267	1.700000048	34	0.600000024	1.200000048	2.099999905	1	1							
Villupuram	Tamil Nadu	India	11.93	79.48	Asia/Kolkata	1633849218	10-10-2021 12:30	1633848300	10-10-2021 12:15	31.6	88.9	1	8.3	13.3	285	WNW	1008	29.77	0	0	60	50	36.4	97.5	10	6	8	9.6	15.5	Partly cloudy	327.1000061	4.800000191	44.70000076	1.399999976	7	10.5	1	1							
Ariyalur	Tamil Nadu	India	11.13	79.08	Asia/Kolkata	1633935610	11-10-2021 12:30	1633932000	11-10-2021 11:30	31	87.8	1	10.5	16.9	280	W	1007	29.74	0	0	66	75	34.9	94.7	4	2	7	12.3	19.8	Mist	353.7999878	6.599999905	32.5	3.599999905	8	11.5	1	1							
Chennai	Tamil Nadu	India	13.08	80.28	Asia/Kolkata	1633935611	11-10-2021 12:30	1633934700	11-10-2021 12:15	32	89.6	1	6.9	11.2	300	WNW	1006	29.71	2.1	0.08	67	75	37.5	99.5	5	3	7	6.7	10.8	Mist	587.5	21.89999962	55.09999847	17.89999962	29.5	39.20000076	2	3							
Coimbatore	Tamil Nadu	India	10.99	76.96	Asia/Kolkata	1633935611	11-10-2021 12:30	1633934700	11-10-2021 12:15	31	87.8	1	10.5	16.9	210	SSW	1009	29.8	0	0	59	75	34.4	93.9	7	4	8	8.1	13	Light rain	333.7999878	6.699999809	17.5	4.900000095	4.800000191	6.699999809	1	1							
Cuddalore	Tamil Nadu	India	11.75	79.75	Asia/Kolkata	1633935612	11-10-2021 12:30	1633932000	11-10-2021 11:30	31.6	88.9	1	6.3	10.1	253	WSW	1006	29.71	0	0	66	29	37.9	100.2	10	6	8	7.2	11.5	Partly cloudy	397.2000122	8.699999809	36.5	4	13.69999981	18.79999924	1	2							
Dharmapuri	Tamil Nadu	India	12.13	78.17	Asia/Kolkata	1633935612	11-10-2021 12:30	1633932000	11-10-2021 11:30	30	86	1	4.7	7.6	265	W	1008	29.77	1	0.04	64	78	33.9	93	10	6	7	6.3	10.1	Light rain shower	267	3	27.5	1.5	2	2.700000048	1	1							
Dindigul	Tamil Nadu	India	10.35	77.95	Asia/Kolkata	1633935612	11-10-2021 12:30	1633934700	11-10-2021 12:15	30.9	87.6	1	3.6	5.8	257	WSW	1008	29.76	0.3	0.01	61	61	35	95	10	6	7	4.3	6.8	Light rain shower	303.7999878	5.5	20.70000076	1	4.099999905	8.699999809	1	1							
Erode	Tamil Nadu	India	11.35	77.73	Asia/Kolkata	1633935613	11-10-2021 12:30	1633932000	11-10-2021 11:30	31.9	89.4	1	3.8	6.1	271	W	1008	29.75	0	0	63	25	37.7	99.9	10	6	8	4.5	7.2	Partly cloudy	347.1000061	6.900000095	31.5	1.799999952	6.900000095	10.80000019	1	1							
Kancheepuram	Tamil Nadu	India	12.83	79.72	Asia/Kolkata	1633935613	11-10-2021 12:30	1633932000	11-10-2021 11:30	32	89.6	1	6.9	11.2	300	WNW	1006	29.71	0	0	67	75	35.1	95.2	5	3	8	8.9	14.4	Mist	337.1000061	3.700000048	53.59999847	1.899999976	6	7.599999905	1	1							
Kanyakumari	Tamil Nadu	India	8.08	77.55	Asia/Kolkata	1633935613	11-10-2021 12:30	1633934700	11-10-2021 12:15	28	82.4	1	5.6	9	260	W	1010	29.83	1.7	0.07	89	75	31.4	88.5	5	3	6	24.4	39.2	Light rain	290.3999939	6.199999809	23.60000038	2.799999952	3	4.099999905	1	1							
Karur	Tamil Nadu	India	10.95	78.08	Asia/Kolkata	1633935613	11-10-2021 12:30	1633934700	11-10-2021 12:15	31	87.8	1	10.5	16.9	280	W	1007	29.74	0	0	66	75	34.7	94.4	4	2	8	9.6	15.5	Mist	313.7999878	6.599999905	24	2.799999952	4.099999905	6.699999809	1	1							
Krishnagiri	Tamil Nadu	India	12.53	78.23	Asia/Kolkata	1633935614	11-10-2021 12:30	1633932000	11-10-2021 11:30	30.1	86.2	1	7.8	12.6	287	WNW	1008	29.76	0	0	62	38	33.6	92.5	10	6	8	8.9	14.4	Partly cloudy	323.7999878	6.400000095	39.70000076	3.599999905	3.700000048	5.099999905	1	1							
Madurai	Tamil Nadu	India	9.93	78.12	Asia/Kolkata	1633935614	11-10-2021 12:30	1633934700	11-10-2021 12:15	34	93.2	1	4.3	6.8	280	W	1007	29.74	0	0	56	50	41	105.8	8	4	7	5.8	9.4	Partly cloudy	310.3999939	6.900000095	25.79999924	4.199999809	3.900000095	6	1	1							
Nagapattinam	Tamil Nadu	India	10.77	79.83	Asia/Kolkata	1633935614	11-10-2021 12:30	1633932000	11-10-2021 11:30	31.1	88	1	7.8	12.6	249	WSW	1007	29.73	0	0	64	94	36.2	97.2	10	6	7	8.9	14.4	Overcast	377.2000122	13.69999981	16.29999924	17.20000076	6.599999905	9.300000191	1	1							
Namakkal	Tamil Nadu	India	11.23	78.17	Asia/Kolkata	1633935615	11-10-2021 12:30	1633932000	11-10-2021 11:30	30.9	87.6	1	5.6	9	278	W	1008	29.75	0	0	67	26	36.4	97.5	10	6	8	6.5	10.4	Partly cloudy	403.8999939	8.600000381	28.60000038	3.700000048	9	12.5	1	1							
Perambalur	Tamil Nadu	India	11.23	78.88	Asia/Kolkata	1633935615	11-10-2021 12:30	1633932000	11-10-2021 11:30	31	87.8	1	10.5	16.9	280	W	1007	29.74	0	0	66	75	35.3	95.5	4	2	8	13.6	22	Mist	307.1000061	4.800000191	26.79999924	1.700000048	4.400000095	7.099999905	1	1							
Pudukkottai	Tamil Nadu	India	10.38	78.82	Asia/Kolkata	1633935615	11-10-2021 12:30	1633932000	11-10-2021 11:30	31	87.8	1	10.5	16.9	280	W	1007	29.74	0	0	66	75	34.9	94.7	4	2	7	8.9	14.4	Mist	287.1000061	4.300000191	31.79999924	0.5	2.900000095	5.199999809	1	1							
Ramanathapuram	Tamil Nadu	India	9.38	78.83	Asia/Kolkata	1633935616	11-10-2021 12:30	1633932000	11-10-2021 11:30	30.8	87.4	1	9.2	14.8	224	SW	1007	29.75	0.3	0.01	67	81	36.1	97	9	5	7	10.7	17.3	Patchy rain possible	257	7.199999809	39.29999924	4	3.900000095	4.599999905	1	1							
Salem	Tamil Nadu	India	11.65	78.17	Asia/Kolkata	1633935616	11-10-2021 12:30	1633932000	11-10-2021 11:30	30.3	86.5	1	3.8	6.1	270	W	1008	29.77	1.2	0.05	70	70	35.7	96.3	10	6	7	5.1	8.3	Light rain shower	270.3999939	2.5	30.79999924	2.299999952	2.200000048	3.700000048	1	1							
Sivaganga	Tamil Nadu	India	9.87	78.48	Asia/Kolkata	1633935616	11-10-2021 12:30	1633932000	11-10-2021 11:30	34	93.2	1	4.3	6.8	280	W	1007	29.74	0	0	56	50	41.2	106.1	8	4	7	8.7	14	Partly cloudy	357.2000122	5.400000095	40.09999847	1.399999976	8.699999809	11.60000038	1	1							
Thanjavur	Tamil Nadu	India	10.8	79.15	Asia/Kolkata	1633935617	11-10-2021 12:30	1633934700	11-10-2021 12:15	31	87.8	1	10.5	16.9	280	W	1007	29.74	0	0	66	75	35.1	95.1	4	2	8	13.9	22.3	Mist	343.7999878	6.800000191	20.60000038	7	5.699999809	8.800000191	1	1							
Thiruvarur	Tamil Nadu	India	10.77	79.65	Asia/Kolkata	1633935617	11-10-2021 12:30	1633932000	11-10-2021 11:30	31.8	89.2	1	9.4	15.1	261	W	1007	29.72	0	0	59	100	36.5	97.7	10	6	7	10.7	17.3	Overcast	360.5	9	19.70000076	8	5.699999809	8.399999619	1	1							
Tiruchirappalli	Tamil Nadu	India	10.81	78.69	Asia/Kolkata	1633935618	11-10-2021 12:30	1633932000	11-10-2021 11:30	31	87.8	1	10.5	16.9	280	W	1007	29.74	0	0	66	75	35.2	95.3	4	2	8	14.8	23.8	Mist	283.7000122	4.800000191	21.79999924	3	2.5	4.5	1	1							
Tirunelveli	Tamil Nadu	India	8.73	77.7	Asia/Kolkata	1633935618	11-10-2021 12:30	1633932000	11-10-2021 11:30	31.9	89.4	1	5.6	9	212	SSW	1008	29.75	0.1	0	55	88	35.9	96.6	10	6	7	6.5	10.4	Patchy rain possible	233.6999969	2.599999905	45.40000153	0.5	1.100000024	1.700000048	1	1							
Tirupur	Tamil Nadu	India	11.1	77.35	Asia/Kolkata	1633935618	11-10-2021 12:30	1633934700	11-10-2021 12:15	31	87.8	1	10.5	16.9	210	SSW	1009	29.8	0.1	0	59	75	34.4	93.8	7	4	7	6.7	10.8	Light rain	357.2000122	9.399999619	15.19999981	5.699999809	6.400000095	8.699999809	1	1							
Tiruvallur	Tamil Nadu	India	13.15	79.92	Asia/Kolkata	1633935619	11-10-2021 12:30	1633932000	11-10-2021 11:30	32	89.6	1	6.9	11.2	300	WNW	1006	29.71	2.6	0.1	67	75	35.2	95.4	5	3	7	6.9	11.2	Mist	360.5	2.299999952	68	1.600000024	12.30000019	14.10000038	1	2							
Tiruvannamalai	Tamil Nadu	India	12.22	79.07	Asia/Kolkata	1633935619	11-10-2021 12:30	1633932000	11-10-2021 11:30	33.3	91.9	1	4.5	7.2	280	W	1007	29.72	0	0	52	56	38.1	100.6	10	6	8	5.1	8.3	Partly cloudy	357.2000122	4.5	38.29999924	2	6.199999809	7.800000191	1	1							
Vellore	Tamil Nadu	India	12.93	79.13	Asia/Kolkata	1633935619	11-10-2021 12:30	1633934700	11-10-2021 12:15	32.2	90	1	8.3	13.3	314	NW	1007	29.74	2.5	0.1	61	74	37.8	100	7	4	7	13	20.9	Moderate or heavy rain shower	290.3999939	2.299999952	36.09999847	0.899999976	2	2.700000048	1	1							
Villupuram	Tamil Nadu	India	11.93	79.48	Asia/Kolkata	1633935620	11-10-2021 12:30	1633932000	11-10-2021 11:30	33.7	92.7	1	6.7	10.8	293	WNW	1006	29.71	0.1	0	54	72	39.4	102.9	10	6	7	7.8	12.6	Patchy rain possible	373.7999878	6.800000191	40.40000153	1.700000048	6.5	9.399999619	1	1							
Ariyalur	Tamil Nadu	India	11.13	79.08	Asia/Kolkata	1634022004	12-10-2021 12:30	1634021100	12-10-2021 12:15	32	89.6	1	11.9	19.1	260	W	1007	29.74	0.5	0.02	59	50	40.3	104.5	6	3	6	13.2	21.2	Partly cloudy	420.6000061	12.19999981	30	5	16.89999962	20.5	2	2							
Chennai	Tamil Nadu	India	13.08	80.28	Asia/Kolkata	1634022004	12-10-2021 12:30	1634021100	12-10-2021 12:15	33	91.4	1	6.9	11.2	290	WNW	1005	29.68	0	0	59	50	38.6	101.5	8	4	8	4	6.5	Partly cloudy	580.7999878	13.39999962	90.80000305	11.30000019	31.20000076	42.09999847	2	3							
Coimbatore	Tamil Nadu	India	10.99	76.96	Asia/Kolkata	1634022005	12-10-2021 12:30	1634021100	12-10-2021 12:15	28	82.4	1	13.6	22	230	SW	1009	29.8	0.4	0.02	70	75	32.4	90.4	5	3	6	13	20.9	Mist	330.5	4.099999905	47.90000153	5	5.900000095	7.699999809	1	1							
Cuddalore	Tamil Nadu	India	11.75	79.75	Asia/Kolkata	1634022005	12-10-2021 12:30	1634018400	12-10-2021 11:30	32.3	90.1	1	15	24.1	286	WNW	1007	29.72	0.1	0	61	84	38.1	100.6	10	6	7	17.2	27.7	Patchy rain possible	454	6.099999905	68.69999695	2.200000048	17.60000038	21.89999962	2	2							
Dharmapuri	Tamil Nadu	India	12.13	78.17	Asia/Kolkata	1634022006	12-10-2021 12:30	1634018400	12-10-2021 11:30	24.8	76.6	1	7.2	11.5	233	SW	1009	29.79	1.7	0.07	84	74	27	80.6	9	5	5	8.3	13.3	Patchy light rain	287.1000061	1.600000024	60.79999924	1.700000048	6.5	7.199999809	1	1							
Dindigul	Tamil Nadu	India	10.35	77.95	Asia/Kolkata	1634022006	12-10-2021 12:30	1634018400	12-10-2021 11:30	33	91.4	1	4.3	6.8	290	WNW	1007	29.74	0	0	59	50	48.8	119.8	8	4	6	4	6.5	Partly cloudy	330.5	4.800000191	30.79999924	1.299999952	5.400000095	12.89999962	1	1							
Erode	Tamil Nadu	India	11.35	77.73	Asia/Kolkata	1634022006	12-10-2021 12:30	1634018400	12-10-2021 11:30	27.7	81.9	1	9.4	15.1	251	WSW	1009	29.78	0.4	0.02	77	67	31.2	88.2	5	3	6	10.7	17.3	Patchy light drizzle	327.1000061	4.400000095	50.79999924	2.099999905	6.699999809	9.300000191	1	1							
Kancheepuram	Tamil Nadu	India	12.83	79.72	Asia/Kolkata	1634022007	12-10-2021 12:30	1634018400	12-10-2021 11:30	33	91.4	1	6.9	11.2	290	WNW	1005	29.68	0	0	59	50	37.7	99.8	8	4	8	11.4	18.4	Partly cloudy	370.5	3.299999952	67.19999695	1.700000048	9.199999809	11.30000019	1	1							
Kanyakumari	Tamil Nadu	India	8.08	77.55	Asia/Kolkata	1634022007	12-10-2021 12:30	1634018400	12-10-2021 11:30	28.8	83.8	1	13.9	22.3	287	WNW	1010	29.81	1.1	0.04	74	74	33.1	91.6	10	6	6	18.6	29.9	Light rain shower	267	5.199999809	36.09999847	3.099999905	4.199999809	5.199999809	1	1							
Karur	Tamil Nadu	India	10.95	78.08	Asia/Kolkata	1634022008	12-10-2021 12:30	1634018400	12-10-2021 11:30	30.4	86.7	1	16.1	25.9	265	W	1008	29.77	0	0	65	48	34.8	94.6	10	6	8	18.6	29.9	Partly cloudy	267	3.900000095	34.29999924	1.899999976	2.200000048	3.700000048	1	1							
Krishnagiri	Tamil Nadu	India	12.53	78.23	Asia/Kolkata	1634022008	12-10-2021 12:30	1634018400	12-10-2021 11:30	26.3	79.3	1	8.1	13	264	W	1009	29.78	0.5	0.02	78	70	28.9	84	5	3	6	9.2	14.8	Patchy light drizzle	323.7999878	3.700000048	67.19999695	3.299999952	7.699999809	9.100000381	1	1							
Madurai	Tamil Nadu	India	9.93	78.12	Asia/Kolkata	1634022008	12-10-2021 12:30	1634021100	12-10-2021 12:15	33	91.4	1	4.3	6.8	290	WNW	1007	29.74	0	0	59	50	43.5	110.4	8	4	7	12.5	20.2	Partly cloudy	270.3999939	4.400000095	29.29999924	2.400000095	2.400000095	4	1	1							
Nagapattinam	Tamil Nadu	India	10.77	79.83	Asia/Kolkata	1634022009	12-10-2021 12:30	1634018400	12-10-2021 11:30	29.1	84.4	1	10.3	16.6	264	W	1007	29.75	0	0	73	45	33.6	92.5	10	6	7	12.1	19.4	Partly cloudy	534.0999756	23	17.39999962	24.10000038	22.29999924	26.39999962	2	2							
Namakkal	Tamil Nadu	India	11.23	78.17	Asia/Kolkata	1634022009	12-10-2021 12:30	1634018400	12-10-2021 11:30	28.7	83.7	1	9.6	15.5	267	W	1008	29.78	0	0	72	85	32.5	90.5	10	6	6	11.9	19.1	Cloudy	433.8999939	8.600000381	52.90000153	4.800000191	14.39999962	18.79999924	1	2							
Perambalur	Tamil Nadu	India	11.23	78.88	Asia/Kolkata	1634022009	12-10-2021 12:30	1634018400	12-10-2021 11:30	32	89.6	1	11.9	19.1	260	W	1007	29.74	0	0	59	50	38.2	100.8	6	3	8	19	30.6	Partly cloudy	333.7999878	6.900000095	25.39999962	2.5	7.400000095	10	1	1							
Pudukkottai	Tamil Nadu	India	10.38	78.82	Asia/Kolkata	1634022010	12-10-2021 12:30	1634018400	12-10-2021 11:30	32	89.6	1	11.9	19.1	260	W	1007	29.74	0	0	59	50	38.4	101	6	3	8	9.8	15.8	Partly cloudy	267	3.099999905	30.79999924	0.600000024	1.600000024	3.299999952	1	1							
Ramanathapuram	Tamil Nadu	India	9.38	78.83	Asia/Kolkata	1634022010	12-10-2021 12:30	1634018400	12-10-2021 11:30	32.2	90	1	9.2	14.8	214	SW	1007	29.75	0	0	58	38	37.1	98.8	10	6	8	10.5	16.9	Partly cloudy	280.3999939	6.300000191	26.10000038	0.5	2.299999952	3.5	1	1							
Salem	Tamil Nadu	India	11.65	78.17	Asia/Kolkata	1634022010	12-10-2021 12:30	1634018400	12-10-2021 11:30	27.3	81.1	1	5.8	9.4	238	WSW	1009	29.79	0.2	0.01	81	79	31	87.8	10	6	6	6.7	10.8	Light rain shower	303.7999878	2.299999952	53.59999847	3.299999952	5.699999809	7.5	1	1							
Sivaganga	Tamil Nadu	India	9.87	78.48	Asia/Kolkata	1634022011	12-10-2021 12:30	1634018400	12-10-2021 11:30	33	91.4	1	4.3	6.8	290	WNW	1007	29.74	0	0	59	50	38.7	101.7	8	4	7	9.6	15.5	Partly cloudy	367.2000122	5.300000191	40.79999924	0.699999988	8.399999619	11.5	1	1							
Thanjavur	Tamil Nadu	India	10.8	79.15	Asia/Kolkata	1634022011	12-10-2021 12:30	1634018400	12-10-2021 11:30	32	89.6	1	11.9	19.1	260	W	1007	29.74	0	0	59	50	38.1	100.6	6	3	7	16.6	26.6	Partly cloudy	360.5	8.100000381	25	5.599999905	8.100000381	11.60000038	1	1							
Thiruvarur	Tamil Nadu	India	10.77	79.65	Asia/Kolkata	1634022012	12-10-2021 12:30	1634018400	12-10-2021 11:30	28.9	84	1	9.4	15.1	273	W	1007	29.75	0.1	0	70	63	32.7	90.9	10	6	6	12.8	20.5	Patchy rain possible	487.2999878	14.69999981	22	9.899999619	15.89999962	20.39999962	2	2							
Tiruchirappalli	Tamil Nadu	India	10.81	78.69	Asia/Kolkata	1634022012	12-10-2021 12:30	1634021100	12-10-2021 12:15	32	89.6	1	11.9	19.1	260	W	1007	29.74	0	0	59	50	38.3	100.9	6	3	7	19.5	31.3	Partly cloudy	280.3999939	4.5	28.60000038	2.900000095	2.700000048	4.599999905	1	1							
Tirunelveli	Tamil Nadu	India	8.73	77.7	Asia/Kolkata	1634022013	12-10-2021 12:30	1634021100	12-10-2021 12:15	32.7	90.9	1	9.2	14.8	245	WSW	1008	29.77	0	0	51	23	36.4	97.5	10	6	8	10.5	16.9	Sunny	327.1000061	6.400000095	40.40000153	1.399999976	4.599999905	6.400000095	1	1							
Tirupur	Tamil Nadu	India	11.1	77.35	Asia/Kolkata	1634022013	12-10-2021 12:30	1634021100	12-10-2021 12:15	28	82.4	1	13.6	22	230	SW	1009	29.8	0.5	0.02	70	75	31.9	89.4	5	3	6	15.2	24.5	Mist	360.5	6.5	42.20000076	6	7.800000191	10	1	1							
Tiruvallur	Tamil Nadu	India	13.15	79.92	Asia/Kolkata	1634022013	12-10-2021 12:30	1634018400	12-10-2021 11:30	33	91.4	1	6.9	11.2	290	WNW	1005	29.68	0	0	59	50	36.8	98.3	8	4	8	4.5	7.2	Partly cloudy	410.6000061	2.200000048	77.30000305	1	14.19999981	17.10000038	1	2							
Tiruvannamalai	Tamil Nadu	India	12.22	79.07	Asia/Kolkata	1634022014	12-10-2021 12:30	1634018400	12-10-2021 11:30	29.4	84.9	1	7.6	12.2	251	WSW	1007	29.74	0	0	70	79	33.6	92.5	10	6	6	8.7	14	Cloudy	397.2000122	3.599999905	58.70000076	1.799999952	10.10000038	12	1	1							
Vellore	Tamil Nadu	India	12.93	79.13	Asia/Kolkata	1634022014	12-10-2021 12:30	1634021100	12-10-2021 12:15	30.8	87.4	1	9.8	15.8	286	WNW	1007	29.73	0.7	0.03	61	55	34.9	94.8	10	6	7	12.3	19.8	Light rain shower	313.7999878	2.299999952	45.79999924	1.100000024	4.199999809	5.699999809	1	1							
Villupuram	Tamil Nadu	India	11.93	79.48	Asia/Kolkata	1634022014	12-10-2021 12:30	1634018400	12-10-2021 11:30	30.6	87.1	1	12.3	19.8	275	W	1007	29.74	0	0	67	28	35.6	96.1	10	6	8	14.1	22.7	Partly cloudy	480.7000122	7.199999809	62.20000076	2	16.60000038	19.29999924	2	2							
Ariyalur	Tamil Nadu	India	11.13	79.08	Asia/Kolkata	1634108404	13-10-2021 12:30	1634104800	13-10-2021 11:30	32	89.6	1	15	24.1	270	W	1006	29.71	0	0	59	25	35.8	96.4	6	3	8	13.4	21.6	Partly cloudy	367.2000122	6.900000095	52.20000076	3.900000095	11.60000038	14.69999981	1	1							
Chennai	Tamil Nadu	India	13.08	80.28	Asia/Kolkata	1634108405	13-10-2021 12:30	1634104800	13-10-2021 11:30	32.2	90	1	8.1	13	15	NNE	1006	29.69	0	0	62	57	38.1	100.6	10	6	8	9.2	14.8	Partly cloudy	520.7000122	14.10000038	83	10.89999962	24.39999962	36.79999924	2	3							
Coimbatore	Tamil Nadu	India	10.99	76.96	Asia/Kolkata	1634108405	13-10-2021 12:30	1634104800	13-10-2021 11:30	30	86	1	8.1	13	220	SW	1009	29.8	0	0	59	75	32.6	90.8	6	3	8	14.1	22.7	Partly cloudy	297.1000061	4.400000095	45.79999924	4.5	5	7.5	1	1							
Cuddalore	Tamil Nadu	India	11.75	79.75	Asia/Kolkata	1634108405	13-10-2021 12:30	1634104800	13-10-2021 11:30	32	89.6	1	4.5	7.2	267	W	1006	29.71	0	0	60	37	37.2	99	10	6	8	5.1	8.3	Partly cloudy	337.1000061	5.400000095	47.90000153	2.099999905	6.199999809	11.30000019	1	1							
Dharmapuri	Tamil Nadu	India	12.13	78.17	Asia/Kolkata	1634108406	13-10-2021 12:30	1634107500	13-10-2021 12:15	29	84.2	1	8.3	13.3	269	W	1008	29.76	0	0	64	53	31.8	89.2	10	6	7	9.6	15.5	Partly cloudy	240.3000031	2.599999905	41.79999924	1.899999976	2.799999952	3.799999952	1	1							
Dindigul	Tamil Nadu	India	10.35	77.95	Asia/Kolkata	1634108406	13-10-2021 12:30	1634104800	13-10-2021 11:30	35	95	1	13.6	22	300	WNW	1006	29.71	0	0	44	25	44.9	112.9	8	4	7	4.5	7.2	Partly cloudy	227	1	50.79999924	0.5	1.899999976	3.5	1	1							
Erode	Tamil Nadu	India	11.35	77.73	Asia/Kolkata	1634108406	13-10-2021 12:30	1634104800	13-10-2021 11:30	31.1	88	1	5.4	8.6	278	W	1007	29.75	0	0	62	16	35.8	96.4	10	6	8	6.3	10.1	Sunny	323.7999878	5.400000095	60.09999847	2.700000048	8.699999809	11.80000019	1	1							
Kancheepuram	Tamil Nadu	India	12.83	79.72	Asia/Kolkata	1634108407	13-10-2021 12:30	1634104800	13-10-2021 11:30	34	93.2	1	4.3	6.8	20	NNE	1005	29.68	0.2	0.01	56	25	40.6	105.1	7	4	7	9.6	15.5	Partly cloudy	343.7999878	4	52.20000076	1.600000024	5.400000095	7.300000191	1	1							
Kanyakumari	Tamil Nadu	India	8.08	77.55	Asia/Kolkata	1634108407	13-10-2021 12:30	1634107500	13-10-2021 12:15	30	86	1	8.1	13	290	WNW	1008	29.77	0	0	75	50	33.3	91.9	6	3	8	17.4	28.1	Partly cloudy	293.7000122	3.200000048	73	4.300000191	9.300000191	11.10000038	1	1							
Karur	Tamil Nadu	India	10.95	78.08	Asia/Kolkata	1634108408	13-10-2021 12:30	1634104800	13-10-2021 11:30	32.6	90.7	1	13	20.9	293	WNW	1007	29.73	0	0	52	29	36.4	97.5	10	6	8	15	24.1	Partly cloudy	257	3.5	47.90000153	1.600000024	3	4.400000095	1	1							
Krishnagiri	Tamil Nadu	India	12.53	78.23	Asia/Kolkata	1634108408	13-10-2021 12:30	1634107500	13-10-2021 12:15	29.1	84.4	1	13.2	21.2	282	WNW	1008	29.76	0	0	64	44	32.1	89.8	10	6	7	15.2	24.5	Partly cloudy	247	3	52.20000076	2	2.900000095	4.199999809	1	1							
Madurai	Tamil Nadu	India	9.93	78.12	Asia/Kolkata	1634108409	13-10-2021 12:30	1634107500	13-10-2021 12:15	35	95	1	13.6	22	300	WNW	1006	29.71	0	0	44	25	42	107.6	8	4	8	5.6	9	Partly cloudy	293.7000122	3.599999905	57.20000076	3.5	5.800000191	8.300000191	1	1							
Nagapattinam	Tamil Nadu	India	10.77	79.83	Asia/Kolkata	1634108409	13-10-2021 12:30	1634104800	13-10-2021 11:30	31.9	89.4	1	14.5	23.4	262	W	1006	29.71	0	0	57	30	36.2	97.2	10	6	8	16.8	27	Partly cloudy	427.2999878	10.5	83	14.30000019	24.79999924	29.79999924	2	3							
Namakkal	Tamil Nadu	India	11.23	78.17	Asia/Kolkata	1634108410	13-10-2021 12:30	1634104800	13-10-2021 11:30	30.4	86.7	1	7.2	11.5	293	WNW	1007	29.75	0.1	0	65	87	34.8	94.6	10	6	7	8.3	13.3	Patchy rain possible	410.6000061	9.800000191	37.20000076	4.699999809	9.399999619	13.30000019	1	1							
Perambalur	Tamil Nadu	India	11.23	78.88	Asia/Kolkata	1634108410	13-10-2021 12:30	1634104800	13-10-2021 11:30	32	89.6	1	15	24.1	270	W	1006	29.71	0	0	59	25	35.7	96.2	6	3	8	16.6	26.6	Partly cloudy	303.7999878	2.599999905	69.40000153	1.700000048	10	12.69999981	1	1							
Pudukkottai	Tamil Nadu	India	10.38	78.82	Asia/Kolkata	1634108410	13-10-2021 12:30	1634107500	13-10-2021 12:15	32	89.6	1	15	24.1	270	W	1006	29.71	0	0	59	25	36.6	97.9	6	3	8	5.8	9.4	Partly cloudy	240.3000031	2.099999905	57.90000153	0.699999988	2.599999905	4.099999905	1	1							
Ramanathapuram	Tamil Nadu	India	9.38	78.83	Asia/Kolkata	1634108411	13-10-2021 12:30	1634104800	13-10-2021 11:30	31.6	88.9	1	5.8	9.4	222	SW	1007	29.74	0	0	56	17	35.5	95.9	10	6	8	6.7	10.8	Sunny	383.8999939	6	75.80000305	1.100000024	13.39999962	15.69999981	1	2							
Salem	Tamil Nadu	India	11.65	78.17	Asia/Kolkata	1634108411	13-10-2021 12:30	1634104800	13-10-2021 11:30	29.8	85.6	1	5.1	8.3	291	WNW	1008	29.76	0	0	66	37	33.8	92.8	10	6	7	5.8	9.4	Partly cloudy	237	2.700000048	37.20000076	2.400000095	1.700000048	3.200000048	1	1							
Sivaganga	Tamil Nadu	India	9.87	78.48	Asia/Kolkata	1634108411	13-10-2021 12:30	1634104800	13-10-2021 11:30	35	95	1	13.6	22	300	WNW	1006	29.71	0	0	44	25	43.7	110.6	8	4	8	1.6	2.5	Partly cloudy	270.3999939	2.700000048	42.59999847	0.5	3	4.900000095	1	1							
Thanjavur	Tamil Nadu	India	10.8	79.15	Asia/Kolkata	1634108412	13-10-2021 12:30	1634104800	13-10-2021 11:30	32	89.6	1	15	24.1	270	W	1006	29.71	0	0	59	25	35.7	96.2	6	3	8	18.3	29.5	Partly cloudy	307.1000061	3	81.5	4.099999905	12.39999962	15.10000038	1	2							
